id,Z-0_MA_AA,Z-1_MA_AA,Z-2_MA_AA,Z-3_MA_AA,Z-4_MA_AA,Z-5_MA_AA,Z-6_MA_AA,Z-7_MA_AA,Z-8_MA_AA,I-0_MA_AA,I-1_MA_AA,I-2_MA_AA,I-3_MA_AA,I-4_MA_AA,I-5_MA_AA,I-6_MA_AA,I-7_MA_AA,I-8_MA_AA,T-0_MA_AA,T-1_MA_AA,T-2_MA_AA,T-3_MA_AA,T-4_MA_AA,T-5_MA_AA,T-6_MA_AA,T-7_MA_AA,T-8_MA_AA,S-0_MA_AA,S-1_MA_AA,S-2_MA_AA,S-3_MA_AA,S-4_MA_AA,S-5_MA_AA,S-6_MA_AA,S-7_MA_AA,S-8_MA_AA,chi-0_MA_AA,chi-1_MA_AA,chi-2_MA_AA,chi-3_MA_AA,chi-4_MA_AA,chi-5_MA_AA,chi-6_MA_AA,chi-7_MA_AA,chi-8_MA_AA,Z-0_MD_AA,Z-1_MD_AA,Z-2_MD_AA,Z-3_MD_AA,Z-4_MD_AA,Z-5_MD_AA,Z-6_MD_AA,Z-7_MD_AA,Z-8_MD_AA,I-0_MD_AA,I-1_MD_AA,I-2_MD_AA,I-3_MD_AA,I-4_MD_AA,I-5_MD_AA,I-6_MD_AA,I-7_MD_AA,I-8_MD_AA,T-0_MD_AA,T-1_MD_AA,T-2_MD_AA,T-3_MD_AA,T-4_MD_AA,T-5_MD_AA,T-6_MD_AA,T-7_MD_AA,T-8_MD_AA,S-0_MD_AA,S-1_MD_AA,S-2_MD_AA,S-3_MD_AA,S-4_MD_AA,S-5_MD_AA,S-6_MD_AA,S-7_MD_AA,S-8_MD_AA,chi-0_MD_AA,chi-1_MD_AA,chi-2_MD_AA,chi-3_MD_AA,chi-4_MD_AA,chi-5_MD_AA,chi-6_MD_AA,chi-7_MD_AA,chi-8_MD_AA,Z-0_FA_AA,Z-1_FA_AA,Z-2_FA_AA,Z-3_FA_AA,Z-4_FA_AA,Z-5_FA_AA,Z-6_FA_AA,Z-7_FA_AA,Z-8_FA_AA,I-0_FA_AA,I-1_FA_AA,I-2_FA_AA,I-3_FA_AA,I-4_FA_AA,I-5_FA_AA,I-6_FA_AA,I-7_FA_AA,I-8_FA_AA,T-0_FA_AA,T-1_FA_AA,T-2_FA_AA,T-3_FA_AA,T-4_FA_AA,T-5_FA_AA,T-6_FA_AA,T-7_FA_AA,T-8_FA_AA,S-0_FA_AA,S-1_FA_AA,S-2_FA_AA,S-3_FA_AA,S-4_FA_AA,S-5_FA_AA,S-6_FA_AA,S-7_FA_AA,S-8_FA_AA,chi-0_FA_AA,chi-1_FA_AA,chi-2_FA_AA,chi-3_FA_AA,chi-4_FA_AA,chi-5_FA_AA,chi-6_FA_AA,chi-7_FA_AA,chi-8_FA_AA,target_barrier
ir_tbp_1_dft-ime_1_dft-phos_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,5929,2695,2618,3388,1463,77,0,0,0,1,4,6,9,14,1,0,0,0,16,40,60,104,64,4,0,0,0,1.988,4.498,5.499,8.079,6.712,0.437,0,0,0,4.84,23.606,36.124,48.95,68.53,4.84,0,0,0,0,273,428,649,1059,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,40,3,0,0,0,0,2.45,4.56,6.96,14.98,1.1,0,0,0,0,-1.93,-3.22,-2.45,-0.35,0,0,0,0,6814,6990,7870,9586,6342,3100,2020,1072,284,35,72,120,140,168,188,190,166,124,192,468,654,768,818,802,744,522,194,13.109,33.393,48.882,57.684,62.386,56.92,47.314,34.605,16.083,209.505,453.263,738.358,857.848,1034.805,1163.312,1116.898,911.233,624.8,19.3
ir_tbp_1_dft-ime_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,5929,3311,2618,3388,1463,77,0,0,0,1,4,6,9,14,1,0,0,0,16,40,60,104,64,4,0,0,0,1.988,5.048,5.499,8.079,6.712,0.437,0,0,0,4.84,21.714,36.124,48.95,68.53,4.84,0,0,0,0,265,428,649,1059,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,40,3,0,0,0,0,2.06,4.56,6.96,14.98,1.1,0,0,0,0,-1.07,-3.22,-2.45,-0.35,0,0,0,0,7006,8238,8302,10114,7046,3404,2036,1072,284,35,72,120,140,168,188,190,166,124,192,468,654,768,818,802,744,522,194,13.776,34.734,50.856,60.484,66.855,60.632,47.555,34.605,16.083,204.327,445.695,725.82,833.39,996.535,1109.734,1113.114,911.233,624.8,12.2
ir_tbp_1_dft-ime_1_dft-phos_1_dft-iacn_1_fluoride_1_smi1_1_s_1,5929,2772,2541,3388,1463,77,0,0,0,1,4,5,9,14,1,0,0,0,16,36,56,104,64,4,0,0,0,1.988,4.371,5.062,8.079,6.712,0.437,0,0,0,4.84,24.794,31.284,48.95,68.53,4.84,0,0,0,0,272,352,649,1059,76,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,40,3,0,0,0,0,2.54,3.46,6.96,14.98,1.1,0,0,0,0,-2.47,-3.22,-2.45,-0.35,0,0,0,0,6830,7128,7770,9598,6364,3050,1984,1070,284,34,70,118,134,158,170,162,164,124,188,456,630,724,738,718,710,520,194,12.903,32.73,47.553,55.469,59.129,52.51,44.307,34.413,16.083,208.671,440.503,736.552,841.13,996.267,1099.054,982.214,901.553,624.8,18.5
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,5929,3388,2002,2926,1232,77,0,0,0,1,5,4,8,11,1,0,0,0,25,55,60,110,65,5,0,0,0,1.988,5.428,4.061,7.05,5.4,0.437,0,0,0,4.84,32.428,24.596,43.34,54.01,4.84,0,0,0,0,341,282,578,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,18,42,4,0,0,0,0,3.2,2.76,6.28,11.68,1.1,0,0,0,0,-3.74,-2.38,-2.1,-0.35,0,0,0,0,6838,8060,6796,8698,5994,2410,1180,636,176,30,64,108,128,154,150,102,92,56,178,454,632,744,724,546,414,280,108,12.088,31.326,44.828,53.087,57.731,43.514,26.899,19.081,8.506,188.832,417.317,719.439,823.966,979.089,965.718,596.432,502.932,289.52,15.6
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,5929,1925,3080,3003,1232,77,0,0,0,1,4,6,9,11,1,0,0,0,16,40,60,92,52,4,0,0,0,1.988,4.089,6.021,7.487,5.4,0.437,0,0,0,4.84,23.518,37.774,48.18,54.01,4.84,0,0,0,0,283,422,654,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,31,3,0,0,0,0,2.74,4.19,7.38,11.68,1.1,0,0,0,0,-1.89,-3.97,-2.1,-0.35,0,0,0,0,6622,5218,8066,8396,5412,2934,1666,696,178,32,66,108,134,162,170,160,118,58,174,432,624,732,746,676,534,312,110,12.209,30.166,44.695,54.522,58.546,52.332,40.058,22.318,8.699,196.691,423.722,686.884,840.606,1006.815,1067.197,959.401,637.308,299.2,11.9
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,5929,1925,3157,2926,1232,77,0,0,0,1,4,6,8,11,1,0,0,0,16,40,56,88,52,4,0,0,0,1.988,4.089,5.992,7.05,5.4,0.437,0,0,0,4.84,23.518,38.852,43.34,54.01,4.84,0,0,0,0,283,421,578,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,31,3,0,0,0,0,2.74,4.21,6.28,11.68,1.1,0,0,0,0,-1.89,-4.46,-2.1,-0.35,0,0,0,0,6634,5218,8208,8280,5442,2942,1622,666,176,31,64,106,132,156,160,144,96,56,170,424,612,708,704,606,464,284,108,12.084,29.684,44.186,53.561,57.059,49.937,36.805,19.931,8.506,194.59,415.001,677.82,838.903,985.327,1022.175,896.78,531.444,289.52,9.7
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,5929,2002,3080,3542,1232,77,0,0,0,1,4,6,9,11,1,0,0,0,16,40,60,92,52,4,0,0,0,1.988,4.061,6.021,7.981,5.4,0.437,0,0,0,4.84,24.596,37.774,50.908,54.01,4.84,0,0,0,0,282,422,647,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,31,3,0,0,0,0,2.76,4.19,7.03,11.68,1.1,0,0,0,0,-2.38,-3.97,-3.34,-0.35,0,0,0,0,6698,5468,8204,9542,5754,3442,2200,920,192,32,66,108,134,162,170,160,118,58,174,432,624,732,746,676,534,312,110,12.52,30.591,45.093,55.367,59.865,54.657,43.545,24.999,8.916,206.424,434.701,704.557,860.389,1046.309,1127.514,1010.413,698.192,304.656,20.2
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929,2002,3080,4158,1232,77,0,0,0,1,4,6,9,11,1,0,0,0,16,40,60,92,52,4,0,0,0,1.988,4.061,6.021,8.53,5.4,0.437,0,0,0,4.84,24.596,37.774,49.016,54.01,4.84,0,0,0,0,282,422,639,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,31,3,0,0,0,0,2.76,4.19,6.64,11.68,1.1,0,0,0,0,-2.38,-3.97,-2.48,-0.35,0,0,0,0,6890,5564,8316,10774,6058,3986,2808,1176,208,32,66,108,134,162,170,160,118,58,174,432,624,732,746,676,534,312,110,13.187,31.16,45.647,56.467,61.558,57.418,47.445,27.986,9.157,201.246,430.315,699.328,856.605,1032.308,1102.367,976.529,655.966,300.872,16.7
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-no2_1_smi1_1_s_1,5929,3234,2618,2926,1232,77,0,0,0,1,6,5,8,11,1,0,0,0,36,90,78,132,78,6,0,0,0,1.988,5.922,4.991,7.05,5.4,0.437,0,0,0,4.84,39.732,32.164,43.34,54.01,4.84,0,0,0,0,420,351,578,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,26,53,5,0,0,0,0,4.26,3.51,6.28,11.68,1.1,0,0,0,0,-4.86,-3.62,-2.1,-0.35,0,0,0,0,6726,7976,7904,9170,6258,2954,1432,652,176,32,70,118,146,178,188,126,94,56,202,544,744,910,950,696,448,282,108,12.422,34.188,48.697,59.683,65.032,52.795,32.172,19.49,8.506,211.755,473.755,808.095,1004.91,1186.815,1264.266,779.944,518.068,289.52,11.7
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,5929,2079,2695,2926,1232,77,0,0,0,1,4,6,8,11,1,0,0,0,16,40,56,88,52,4,0,0,0,1.988,3.99,5.428,7.05,5.4,0.437,0,0,0,4.84,25.476,37.004,43.34,54.01,4.84,0,0,0,0,281,427,578,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,31,3,0,0,0,0,2.81,4.61,6.28,11.68,1.1,0,0,0,0,-2.78,-3.62,-2.1,-0.35,0,0,0,0,6614,5458,7360,8188,5186,2550,1434,654,176,31,64,106,132,156,160,144,96,56,170,424,612,708,704,606,464,284,108,11.579,28.859,42.754,51.329,53.527,45.401,33.697,19.683,8.506,195.52,418.549,688.613,851.251,995.831,1032.778,859.452,527.748,289.52,21.2
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-sh_1_smi1_1_s_1,5929,2695,2695,2926,1232,77,0,0,0,1,4,6,8,11,1,0,0,0,16,40,56,88,52,4,0,0,0,1.988,4.54,5.428,7.05,5.4,0.437,0,0,0,4.84,23.584,37.004,43.34,54.01,4.84,0,0,0,0,273,427,578,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,31,3,0,0,0,0,2.42,4.61,6.28,11.68,1.1,0,0,0,0,-1.92,-3.62,-2.1,-0.35,0,0,0,0,6806,6706,7664,8732,5794,2806,1450,654,176,31,64,106,132,156,160,144,96,56,170,424,612,708,704,606,464,284,108,12.246,30.201,44.447,54.09,57.427,48.388,33.939,19.683,8.506,190.342,410.981,674.613,826.105,961.947,990.552,855.668,527.748,289.52,12.3
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,5929,2772,2002,2926,1232,77,0,0,0,1,5,4,8,11,1,0,0,0,25,55,60,110,65,5,0,0,0,1.988,4.794,4.061,7.05,5.4,0.437,0,0,0,4.84,34.232,24.596,43.34,54.01,4.84,0,0,0,0,349,282,578,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,18,42,4,0,0,0,0,3.65,2.76,6.28,11.68,1.1,0,0,0,0,-4.56,-2.38,-2.1,-0.35,0,0,0,0,6630,6828,6364,8282,5386,2154,1164,636,176,30,64,108,128,154,150,102,92,56,178,454,632,744,724,546,414,280,108,11.372,30.057,42.281,50.495,53.231,40.067,26.62,19.081,8.506,194.686,420.925,738.43,842.302,1011.397,1005.98,600.04,502.932,289.52,22.1
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,5929,2772,2541,3003,1232,77,0,0,0,1,4,5,9,11,1,0,0,0,16,36,56,92,52,4,0,0,0,1.988,4.498,5.062,7.487,5.4,0.437,0,0,0,4.84,24.86,31.284,48.18,54.01,4.84,0,0,0,0,272,352,654,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,31,3,0,0,0,0,2.45,3.46,7.38,11.68,1.1,0,0,0,0,-2.5,-3.22,-2.1,-0.35,0,0,0,0,6824,6830,7406,8856,5810,2738,1464,682,178,31,64,106,128,152,152,138,116,58,170,420,600,688,672,604,506,310,110,12.252,29.978,44.036,53.653,56.745,47.344,35.029,21.896,8.699,191.08,413.517,683.835,809.928,950.027,965.782,817.24,624.328,299.2,14.2
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,5929,1925,3003,3080,1232,77,0,0,0,1,4,6,10,11,1,0,0,0,16,40,64,96,52,4,0,0,0,1.988,4.089,6.091,7.924,5.4,0.437,0,0,0,4.84,23.518,36.894,53.02,54.01,4.84,0,0,0,0,283,423,730,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,31,3,0,0,0,0,2.74,4.14,8.48,11.68,1.1,0,0,0,0,-1.89,-3.57,-2.1,-0.35,0,0,0,0,6608,5220,7924,8512,5386,2920,1712,726,180,33,68,110,136,168,180,178,140,60,178,440,636,756,790,750,606,340,112,12.374,30.679,45.289,55.613,60.252,55.101,43.733,24.723,8.891,198.939,435.058,696.344,843.774,1031.647,1110.089,1036.121,743.568,308.88,8.8
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,5929,1925,3080,3003,1232,77,0,0,0,1,4,6,9,11,1,0,0,0,16,40,60,92,52,4,0,0,0,1.988,4.089,6.063,7.487,5.4,0.437,0,0,0,4.84,23.518,37.972,48.18,54.01,4.84,0,0,0,0,283,422,654,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,31,3,0,0,0,0,2.74,4.16,7.38,11.68,1.1,0,0,0,0,-1.89,-4.06,-2.1,-0.35,0,0,0,0,6620,5220,8066,8396,5414,2932,1666,696,178,32,66,108,134,162,170,160,118,58,174,432,624,732,746,676,534,312,110,12.249,30.197,44.78,54.652,58.763,52.663,40.288,22.336,8.699,196.838,426.337,687.28,842.071,1009.767,1068.983,963.82,637.704,299.2,6.5
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929,2002,3003,3619,1232,77,0,0,0,1,4,6,10,11,1,0,0,0,16,40,64,96,52,4,0,0,0,1.988,4.061,6.091,8.418,5.4,0.437,0,0,0,4.84,24.596,36.894,55.748,54.01,4.84,0,0,0,0,282,423,723,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,31,3,0,0,0,0,2.76,4.14,8.13,11.68,1.1,0,0,0,0,-2.38,-3.57,-3.34,-0.35,0,0,0,0,6684,5470,8062,9656,5730,3414,2260,950,194,33,68,110,136,168,180,178,140,60,178,440,636,756,790,750,606,340,112,12.684,31.104,45.686,56.456,61.559,57.461,47.438,27.404,9.108,208.672,446.037,714.017,863.165,1073.297,1169.414,1092.589,804.452,314.336,16.2
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929,2002,3003,4235,1232,77,0,0,0,1,4,6,10,11,1,0,0,0,16,40,64,96,52,4,0,0,0,1.988,4.061,6.091,8.968,5.4,0.437,0,0,0,4.84,24.596,36.894,53.856,54.01,4.84,0,0,0,0,282,423,715,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,31,3,0,0,0,0,2.76,4.14,7.74,11.68,1.1,0,0,0,0,-2.38,-3.57,-2.48,-0.35,0,0,0,0,6876,5566,8174,10888,6034,3942,2884,1206,210,33,68,110,136,168,180,178,140,60,178,440,636,756,790,750,606,340,112,13.351,31.674,46.24,57.556,63.252,60.261,51.579,30.392,9.35,203.494,441.651,708.788,859.381,1059.296,1144.955,1054.921,762.226,310.552,14.6
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,5929,2079,2618,3003,1232,77,0,0,0,1,4,6,9,11,1,0,0,0,16,40,60,92,52,4,0,0,0,1.988,3.99,5.499,7.487,5.4,0.437,0,0,0,4.84,25.476,36.124,48.18,54.01,4.84,0,0,0,0,281,428,654,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,31,3,0,0,0,0,2.81,4.56,7.38,11.68,1.1,0,0,0,0,-2.78,-3.22,-2.1,-0.35,0,0,0,0,6600,5460,7218,8300,5174,2528,1478,684,178,32,66,108,134,162,170,160,118,58,174,432,624,732,746,676,534,312,110,11.743,29.372,43.348,52.413,55.148,47.879,37.18,22.088,8.699,197.768,429.885,698.073,853.707,1024.859,1075.89,926.492,634.008,299.2,19.8
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,5929,2695,2618,3003,1232,77,0,0,0,1,4,6,9,11,1,0,0,0,16,40,60,92,52,4,0,0,0,1.988,4.54,5.499,7.487,5.4,0.437,0,0,0,4.84,23.584,36.124,48.18,54.01,4.84,0,0,0,0,273,428,654,831,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,31,3,0,0,0,0,2.42,4.56,7.38,11.68,1.1,0,0,0,0,-1.92,-3.22,-2.1,-0.35,0,0,0,0,6792,6708,7522,8828,5798,2784,1494,684,178,32,66,108,134,162,170,160,118,58,174,432,624,732,746,676,534,312,110,12.41,30.714,45.04,55.213,59.29,50.866,37.422,22.088,8.699,192.59,422.317,684.073,829.249,987.191,1033.664,922.708,634.008,299.2,11.9
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_bromide_1_smi1_1_s_1,5929,4158,2541,3388,1463,77,0,0,0,1,4,5,9,14,1,0,0,0,16,36,56,104,64,4,0,0,0,1.988,4.752,5.062,8.079,6.712,0.437,0,0,0,4.84,24.42,31.284,48.95,68.53,4.84,0,0,0,0,254,352,649,1059,76,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,40,3,0,0,0,0,2.27,3.46,6.96,14.98,1.1,0,0,0,0,-2.3,-3.22,-2.45,-0.35,0,0,0,0,7798,9708,8198,10850,8156,3862,2036,1070,284,34,70,118,134,158,170,162,164,124,188,456,630,724,738,718,710,520,194,13.377,32.44,47.328,57.487,63.497,56.053,44.697,34.413,16.083,206.038,448.425,751.532,839.44,976.292,1076.648,977.726,901.553,624.8,9.8
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929,2772,2541,3388,1463,77,0,0,0,1,4,5,9,14,1,0,0,0,16,36,56,104,64,4,0,0,0,1.988,4.498,5.062,8.079,6.712,0.437,0,0,0,4.84,24.86,31.284,48.95,68.53,4.84,0,0,0,0,272,352,649,1059,76,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,40,3,0,0,0,0,2.45,3.46,6.96,14.98,1.1,0,0,0,0,-2.5,-3.22,-2.45,-0.35,0,0,0,0,6862,6936,7514,9662,6572,3178,2000,1070,284,34,70,118,134,158,170,162,164,124,188,456,630,724,738,718,710,520,194,12.977,31.932,46.546,56.195,61.434,54.339,44.586,34.413,16.083,207.262,449.305,754.788,845.128,985.192,1089.108,978.606,901.553,624.8,11.4
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,5929,1925,3003,3465,1463,77,0,0,0,1,4,6,10,14,1,0,0,0,16,40,64,108,64,4,0,0,0,1.988,4.089,6.091,8.516,6.712,0.437,0,0,0,4.84,23.518,36.894,53.79,68.53,4.84,0,0,0,0,283,423,725,1059,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,40,3,0,0,0,0,2.74,4.14,8.06,14.98,1.1,0,0,0,0,-1.89,-3.57,-2.45,-0.35,0,0,0,0,6646,5326,8032,9318,6038,3354,2294,1120,286,36,74,122,142,174,198,208,194,126,196,476,666,792,862,882,828,556,196,13.099,32.633,47.799,58.155,64.698,62.17,54.908,37.817,16.275,215.121,470.846,767.297,878.974,1066.385,1227.148,1232.687,1049.833,634.48,10
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929,1925,3080,3388,1463,77,0,0,0,1,4,6,9,14,1,0,0,0,16,40,60,104,64,4,0,0,0,1.988,4.089,6.063,8.079,6.712,0.437,0,0,0,4.84,23.518,37.972,48.95,68.53,4.84,0,0,0,0,283,422,649,1059,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,40,3,0,0,0,0,2.74,4.16,6.96,14.98,1.1,0,0,0,0,-1.89,-4.06,-2.45,-0.35,0,0,0,0,6658,5326,8174,9202,6066,3376,2244,1084,284,35,72,120,140,168,188,190,166,124,192,468,654,768,818,802,744,522,194,12.974,32.151,47.29,57.194,63.209,59.715,51.165,34.853,16.083,213.021,462.125,758.233,877.271,1044.505,1186.385,1165.314,914.929,624.8,10.7
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,5929,2002,3003,4004,1463,77,0,0,0,1,4,6,10,14,1,0,0,0,16,40,64,108,64,4,0,0,0,1.988,4.061,6.091,9.01,6.712,0.437,0,0,0,4.84,24.596,36.894,56.518,68.53,4.84,0,0,0,0,282,423,718,1059,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,40,3,0,0,0,0,2.76,4.14,7.71,14.98,1.1,0,0,0,0,-2.38,-3.57,-3.69,-0.35,0,0,0,0,6722,5576,8170,10462,6392,3854,2912,1386,300,36,74,122,142,174,198,208,194,126,196,476,666,792,862,882,828,556,196,13.409,33.058,48.197,58.998,65.988,64.492,58.907,41.149,16.492,224.854,481.825,784.97,898.365,1108.378,1292.941,1290.023,1127.085,639.936,18.9
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929,2002,3003,4620,1463,77,0,0,0,1,4,6,10,14,1,0,0,0,16,40,64,108,64,4,0,0,0,1.988,4.061,6.091,9.56,6.712,0.437,0,0,0,4.84,24.596,36.894,54.626,68.53,4.84,0,0,0,0,282,423,710,1059,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,40,3,0,0,0,0,2.76,4.14,7.32,14.98,1.1,0,0,0,0,-2.38,-3.57,-2.83,-0.35,0,0,0,0,6914,5672,8282,11694,6696,4382,3616,1690,316,36,74,122,142,174,198,208,194,126,196,476,666,792,862,882,828,556,196,14.076,33.628,48.751,60.098,67.68,67.293,63.376,44.862,16.734,219.677,477.439,779.741,894.581,1094.377,1268.482,1251.753,1073.507,636.152,18.3
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,5929,3234,2541,3388,1463,77,0,0,0,1,6,5,9,14,1,0,0,0,36,90,84,156,96,6,0,0,0,1.988,5.922,5.062,8.079,6.712,0.437,0,0,0,4.84,39.732,31.284,48.95,68.53,4.84,0,0,0,0,420,352,649,1059,76,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,28,68,5,0,0,0,0,4.26,3.46,6.96,14.98,1.1,0,0,0,0,-4.86,-3.22,-2.45,-0.35,0,0,0,0,6750,8084,7870,10058,7100,3406,2012,1070,284,36,78,132,154,194,226,166,164,124,224,588,790,996,1114,914,722,520,194,13.312,36.655,51.801,63.447,73.009,63.954,45.212,34.413,16.083,230.185,520.879,888.508,1037.382,1286.012,1510.256,1008.35,901.553,624.8,9.5
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,5929,2079,2618,3388,1463,77,0,0,0,1,4,6,9,14,1,0,0,0,16,40,60,104,64,4,0,0,0,1.988,3.99,5.499,8.079,6.712,0.437,0,0,0,4.84,25.476,36.124,48.95,68.53,4.84,0,0,0,0,281,428,649,1059,76,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,40,3,0,0,0,0,2.81,4.56,6.96,14.98,1.1,0,0,0,0,-2.78,-3.22,-2.45,-0.35,0,0,0,0,6638,5566,7326,9106,5846,2924,2020,1072,284,35,72,120,140,168,188,190,166,124,192,468,654,768,818,802,744,522,194,12.469,31.326,45.858,54.955,59.535,54.464,47.314,34.605,16.083,213.95,465.673,769.026,888.907,1060.22,1204.452,1116.898,911.233,624.8,19.8
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_bromide_1_smi1_1_s_1,5929,4697,2156,3696,1386,0,0,0,0,1,5,4,8,18,0,0,0,0,25,55,60,150,90,0,0,0,0,1.988,5.71,4.004,8.234,7.868,0,0,0,0,4.84,30.91,26.752,44.88,87.12,0,0,0,0,0,324,280,568,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,10,72,0,0,0,0,0,3,2.8,5.44,19.8,0,0,0,0,0,-3.05,-3.36,-2.8,0,0,0,0,0,7828,10858,8288,11622,9008,3504,1692,864,160,36,76,138,158,208,236,140,144,160,220,560,798,986,1036,780,700,536,160,13.472,35.102,52.256,63.632,77.566,62.528,36.36,32.587,15.376,221.049,493.382,891.91,1016.052,1280.095,1467.744,863.856,807.84,774.4,12.8
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,5929,3311,2156,3696,1386,0,0,0,0,1,5,4,8,18,0,0,0,0,25,55,60,150,90,0,0,0,0,1.988,5.457,4.004,8.234,7.868,0,0,0,0,4.84,31.35,26.752,44.88,87.12,0,0,0,0,0,342,280,568,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,10,72,0,0,0,0,0,3.18,2.8,5.44,19.8,0,0,0,0,0,-3.25,-3.36,-2.8,0,0,0,0,0,6892,8086,7352,10614,7280,2856,1692,864,160,36,76,138,158,208,236,140,144,160,220,560,798,986,1036,780,700,536,160,13.072,34.595,51.23,62.609,75.464,60.519,36.36,32.587,15.376,222.273,494.262,896.346,1020.916,1288.255,1483.584,863.856,807.84,774.4,14.7
